,id,label,parent,synonym,length
11668,DOID:0110375,retinitis pigmentosa 40,retinitis pigmentosa,rp40,4.0
11669,DOID:0110376,retinitis pigmentosa 41,autosomal recessive disease,rp41,4.0
11670,DOID:0110376,retinitis pigmentosa 41,retinitis pigmentosa,rp41,4.0
11671,DOID:0110377,retinitis pigmentosa 49,retinitis pigmentosa,rp49,4.0
11672,DOID:0110378,retinitis pigmentosa 29,autosomal recessive disease,rp29,4.0
11673,DOID:0110378,retinitis pigmentosa 29,retinitis pigmentosa,rp29,4.0
11674,DOID:0110379,retinitis pigmentosa 43,retinitis pigmentosa,rp43,4.0
11675,DOID:0110380,retinitis pigmentosa 62,autosomal recessive disease,rp62,4.0
11676,DOID:0110380,retinitis pigmentosa 62,retinitis pigmentosa,rp62,4.0
11677,DOID:0110381,retinitis pigmentosa 14,autosomal recessive disease,rp14,4.0
11678,DOID:0110381,retinitis pigmentosa 14,retinitis pigmentosa,rp14,4.0
11679,DOID:0110382,retinitis pigmentosa 48,retinitis pigmentosa,rp48,4.0
11684,DOID:0110384,retinitis pigmentosa 25,autosomal recessive disease,rp25,4.0
11685,DOID:0110384,retinitis pigmentosa 25,retinitis pigmentosa,rp25,4.0
11686,DOID:0110385,retinitis pigmentosa 63,autosomal dominant disease,rp63,4.0
11687,DOID:0110385,retinitis pigmentosa 63,retinitis pigmentosa,rp63,4.0
11688,DOID:0110386,retinitis pigmentosa 42,autosomal dominant disease,rp42,4.0
11689,DOID:0110386,retinitis pigmentosa 42,retinitis pigmentosa,rp42,4.0
11692,DOID:0110388,retinitis pigmentosa 10,autosomal dominant disease,rp10,4.0
11693,DOID:0110388,retinitis pigmentosa 10,retinitis pigmentosa,rp10,4.0
11694,DOID:0110389,retinitis pigmentosa 73,autosomal recessive disease,rp73,4.0
11695,DOID:0110389,retinitis pigmentosa 73,retinitis pigmentosa,rp73,4.0
11699,DOID:0110391,retinitis pigmentosa 31,retinitis pigmentosa,rp31,4.0
11700,DOID:0110392,retinitis pigmentosa 70,autosomal dominant disease,rp70,4.0
11701,DOID:0110392,retinitis pigmentosa 70,retinitis pigmentosa,rp70,4.0
11702,DOID:0110393,retinitis pigmentosa 66,retinitis pigmentosa,rp66,4.0
11703,DOID:0110394,retinitis pigmentosa 44,retinitis pigmentosa,rp44,4.0
11704,DOID:0110395,retinitis pigmentosa 72,autosomal recessive disease,rp72,4.0
11705,DOID:0110395,retinitis pigmentosa 72,retinitis pigmentosa,rp72,4.0
11706,DOID:0110396,retinitis pigmentosa 50,autosomal recessive disease,rp50,4.0
11707,DOID:0110396,retinitis pigmentosa 50,retinitis pigmentosa,rp50,4.0
11708,DOID:0110397,retinitis pigmentosa 27,autosomal dominant disease,rp27,4.0
11709,DOID:0110397,retinitis pigmentosa 27,retinitis pigmentosa,rp27,4.0
11710,DOID:0110398,retinitis pigmentosa 51,retinitis pigmentosa,rp51,4.0
11711,DOID:0110399,retinitis pigmentosa 37,autosomal dominant disease,rp37,4.0
11712,DOID:0110399,retinitis pigmentosa 37,autosomal recessive disease,rp37,4.0
11713,DOID:0110399,retinitis pigmentosa 37,retinitis pigmentosa,rp37,4.0
11714,DOID:0110400,retinitis pigmentosa 22,retinitis pigmentosa,rp22,4.0
11715,DOID:0110401,retinitis pigmentosa 74,autosomal recessive disease,rp74,4.0
11716,DOID:0110401,retinitis pigmentosa 74,retinitis pigmentosa,rp74,4.0
11717,DOID:0110402,retinitis pigmentosa 45,autosomal recessive disease,rp45,4.0
11718,DOID:0110402,retinitis pigmentosa 45,retinitis pigmentosa,rp45,4.0
11719,DOID:0110403,retinitis pigmentosa 13,autosomal dominant disease,rp13,4.0
11720,DOID:0110403,retinitis pigmentosa 13,retinitis pigmentosa,rp13,4.0
11721,DOID:0110404,retinitis pigmentosa 17,autosomal dominant disease,rp17,4.0
11722,DOID:0110404,retinitis pigmentosa 17,retinitis pigmentosa,rp17,4.0
11723,DOID:0110405,retinitis pigmentosa 36,retinitis pigmentosa,rp36,4.0
11724,DOID:0110406,retinitis pigmentosa 30,retinitis pigmentosa,rp30,4.0
11725,DOID:0110407,retinitis pigmentosa 57,autosomal recessive disease,rp57,4.0
11726,DOID:0110407,retinitis pigmentosa 57,retinitis pigmentosa,rp57,4.0
11727,DOID:0110408,retinitis pigmentosa 11,autosomal dominant disease,rp11,4.0
11728,DOID:0110408,retinitis pigmentosa 11,retinitis pigmentosa,rp11,4.0
11729,DOID:0110409,retinitis pigmentosa 46,retinitis pigmentosa,rp46,4.0
11730,DOID:0110410,retinitis pigmentosa 69,autosomal recessive disease,rp69,4.0
11731,DOID:0110410,retinitis pigmentosa 69,retinitis pigmentosa,rp69,4.0
11732,DOID:0110411,retinitis pigmentosa 60,autosomal dominant disease,rp60,4.0
11733,DOID:0110411,retinitis pigmentosa 60,retinitis pigmentosa,rp60,4.0
11734,DOID:0110412,retinitis pigmentosa 23,X-linked recessive disease,rp23,4.0
11735,DOID:0110412,retinitis pigmentosa 23,retinitis pigmentosa,rp23,4.0
11740,DOID:0110416,retinitis pigmentosa 24,X-linked monogenic disease,rp24,4.0
11741,DOID:0110416,retinitis pigmentosa 24,retinitis pigmentosa,rp24,4.0
11742,DOID:0110417,retinitis pigmentosa 34,retinitis pigmentosa,rp34,4.0
11749,DOID:0110421,late-adult onset retinitis pigmentosa,autosomal recessive disease,senile retinitis pigmentosa,27.0
11750,DOID:0110421,late-adult onset retinitis pigmentosa,retinitis pigmentosa,senile retinitis pigmentosa,27.0
11753,DOID:0110423,dilated cardiomyopathy 1C,autosomal dominant disease,cmdc1,5.0
11754,DOID:0110423,dilated cardiomyopathy 1C,autosomal dominant disease,dilated cardiomyopathy 1c with or without left ventricular noncompaction,72.0
11755,DOID:0110423,dilated cardiomyopathy 1C,dilated cardiomyopathy,cmdc1,5.0
11756,DOID:0110423,dilated cardiomyopathy 1C,dilated cardiomyopathy,dilated cardiomyopathy 1c with or without left ventricular noncompaction,72.0
11757,DOID:0110424,dilated cardiomyopathy 1CC,autosomal dominant disease,cmd1cc,6.0
11758,DOID:0110424,dilated cardiomyopathy 1CC,dilated cardiomyopathy,cmd1cc,6.0
11759,DOID:0110425,dilated cardiomyopathy 1A,autosomal dominant disease,cdcd1,5.0
11760,DOID:0110425,dilated cardiomyopathy 1A,autosomal dominant disease,dilated cardiomyopathy with conduction defect 1,47.0
11761,DOID:0110425,dilated cardiomyopathy 1A,autosomal dominant disease,familial dilated cardiomyopathy with conduction defect due to lmna mutation,75.0
11762,DOID:0110425,dilated cardiomyopathy 1A,dilated cardiomyopathy,cdcd1,5.0
11763,DOID:0110425,dilated cardiomyopathy 1A,dilated cardiomyopathy,dilated cardiomyopathy with conduction defect 1,47.0
11764,DOID:0110425,dilated cardiomyopathy 1A,dilated cardiomyopathy,familial dilated cardiomyopathy with conduction defect due to lmna mutation,75.0
11765,DOID:0110426,dilated cardiomyopathy 1D,autosomal dominant disease,cmd1d,5.0
11766,DOID:0110426,dilated cardiomyopathy 1D,dilated cardiomyopathy,cmd1d,5.0
11767,DOID:0110427,dilated cardiomyopathy 1V,autosomal dominant disease,cmd1v,5.0
11768,DOID:0110427,dilated cardiomyopathy 1V,dilated cardiomyopathy,cmd1v,5.0
11769,DOID:0110428,dilated cardiomyopathy 1AA,autosomal dominant disease,cmd1aa,6.0
11770,DOID:0110428,dilated cardiomyopathy 1AA,autosomal dominant disease,dilated cardiomyopathy 1aa with or without left ventricular noncompaction,73.0
11771,DOID:0110428,dilated cardiomyopathy 1AA,dilated cardiomyopathy,cmd1aa,6.0
11772,DOID:0110428,dilated cardiomyopathy 1AA,dilated cardiomyopathy,dilated cardiomyopathy 1aa with or without left ventricular noncompaction,73.0
11773,DOID:0110429,dilated cardiomyopathy 1H,monogenic disease,dilated cardiomyopathy with conduction defect,45.0
11774,DOID:0110429,dilated cardiomyopathy 1H,dilated cardiomyopathy,dilated cardiomyopathy with conduction defect,45.0
11775,DOID:0110430,dilated cardiomyopathy 1G,monogenic disease,cmd1g,5.0
11776,DOID:0110430,dilated cardiomyopathy 1G,dilated cardiomyopathy,cmd1g,5.0
11777,DOID:0110431,dilated cardiomyopathy 1I,monogenic disease,cmd1i,5.0
11778,DOID:0110431,dilated cardiomyopathy 1I,dilated cardiomyopathy,cmd1i,5.0
11779,DOID:0110432,dilated cardiomyopathy 1NN,autosomal dominant disease,cmd1nn,6.0
11780,DOID:0110432,dilated cardiomyopathy 1NN,dilated cardiomyopathy,cmd1nn,6.0
11781,DOID:0110433,dilated cardiomyopathy 1E,autosomal dominant disease,cdcd2,5.0
11782,DOID:0110433,dilated cardiomyopathy 1E,autosomal dominant disease,cmd1e,5.0
11783,DOID:0110433,dilated cardiomyopathy 1E,autosomal dominant disease,dilated cardiomyopathy with conduction defect 2,47.0
11784,DOID:0110433,dilated cardiomyopathy 1E,autosomal dominant disease,dilated cardiomyopathy with conduction disorder and arrhythmia,62.0
11785,DOID:0110433,dilated cardiomyopathy 1E,dilated cardiomyopathy,cdcd2,5.0
11786,DOID:0110433,dilated cardiomyopathy 1E,dilated cardiomyopathy,cmd1e,5.0
11787,DOID:0110433,dilated cardiomyopathy 1E,dilated cardiomyopathy,dilated cardiomyopathy with conduction defect 2,47.0
11788,DOID:0110433,dilated cardiomyopathy 1E,dilated cardiomyopathy,dilated cardiomyopathy with conduction disorder and arrhythmia,62.0
11789,DOID:0110434,dilated cardiomyopathy 1Z,monogenic disease,cmd1z,5.0
11790,DOID:0110434,dilated cardiomyopathy 1Z,dilated cardiomyopathy,cmd1z,5.0
11791,DOID:0110435,dilated cardiomyopathy 1GG,monogenic disease,cmd1gg,6.0
11792,DOID:0110435,dilated cardiomyopathy 1GG,dilated cardiomyopathy,cmd1gg,6.0
11793,DOID:0110436,dilated cardiomyopathy 1L,monogenic disease,cmd1l,5.0
11794,DOID:0110436,dilated cardiomyopathy 1L,dilated cardiomyopathy,cmd1l,5.0
11795,DOID:0110437,dilated cardiomyopathy 1K,monogenic disease,cmd1k,5.0
11796,DOID:0110437,dilated cardiomyopathy 1K,dilated cardiomyopathy,cmd1k,5.0
11797,DOID:0110438,dilated cardiomyopathy 1JJ,autosomal dominant disease,cmd1jj,6.0
11798,DOID:0110438,dilated cardiomyopathy 1JJ,dilated cardiomyopathy,cmd1jj,6.0
11799,DOID:0110439,dilated cardiomyopathy 1P,monogenic disease,cmd1p,5.0
11800,DOID:0110439,dilated cardiomyopathy 1P,dilated cardiomyopathy,cmd1p,5.0
11801,DOID:0110440,dilated cardiomyopathy 1J,monogenic disease,cmd1j,5.0
11802,DOID:0110440,dilated cardiomyopathy 1J,monogenic disease,autosomal dominant dilated cardiomyopathy with sensorineural hearing loss,73.0
11803,DOID:0110440,dilated cardiomyopathy 1J,monogenic disease,neurosensory deafness with dilated cardiomyopathy,49.0
11804,DOID:0110440,dilated cardiomyopathy 1J,monogenic disease,neurosensory hearing loss with dilated cardiomyopathy,53.0
11805,DOID:0110440,dilated cardiomyopathy 1J,monogenic disease,sensorineural deafness with dilated cardiomyopathy,50.0
11806,DOID:0110440,dilated cardiomyopathy 1J,monogenic disease,sensorineural hearing loss with dilated cardiomyopathy,54.0
11807,DOID:0110440,dilated cardiomyopathy 1J,dilated cardiomyopathy,cmd1j,5.0
11808,DOID:0110440,dilated cardiomyopathy 1J,dilated cardiomyopathy,autosomal dominant dilated cardiomyopathy with sensorineural hearing loss,73.0
11809,DOID:0110440,dilated cardiomyopathy 1J,dilated cardiomyopathy,neurosensory deafness with dilated cardiomyopathy,49.0
11810,DOID:0110440,dilated cardiomyopathy 1J,dilated cardiomyopathy,neurosensory hearing loss with dilated cardiomyopathy,53.0
11811,DOID:0110440,dilated cardiomyopathy 1J,dilated cardiomyopathy,sensorineural deafness with dilated cardiomyopathy,50.0
11812,DOID:0110440,dilated cardiomyopathy 1J,dilated cardiomyopathy,sensorineural hearing loss with dilated cardiomyopathy,54.0
11813,DOID:0110441,dilated cardiomyopathy 2B,autosomal recessive disease,cmd2b,5.0
11814,DOID:0110441,dilated cardiomyopathy 2B,dilated cardiomyopathy,cmd2b,5.0
11815,DOID:0110442,dilated cardiomyopathy 1Q,monogenic disease,cmd1q,5.0
11816,DOID:0110442,dilated cardiomyopathy 1Q,dilated cardiomyopathy,cmd1q,5.0
11819,DOID:0110444,dilated cardiomyopathy 1X,autosomal recessive disease,cmd1x,5.0
11820,DOID:0110444,dilated cardiomyopathy 1X,autosomal recessive disease,dilated cardiomyopathy with mild or no proximal muscle weakness,63.0
11821,DOID:0110444,dilated cardiomyopathy 1X,dilated cardiomyopathy,cmd1x,5.0
11822,DOID:0110444,dilated cardiomyopathy 1X,dilated cardiomyopathy,dilated cardiomyopathy with mild or no proximal muscle weakness,63.0
11823,DOID:0110445,dilated cardiomyopathy 1KK,autosomal dominant disease,cmd1kk,6.0
11824,DOID:0110445,dilated cardiomyopathy 1KK,dilated cardiomyopathy,cmd1kk,6.0
11825,DOID:0110446,dilated cardiomyopathy 1W,monogenic disease,cmd1w,5.0
11826,DOID:0110446,dilated cardiomyopathy 1W,dilated cardiomyopathy,cmd1w,5.0
11827,DOID:0110447,dilated cardiomyopathy 1DD,autosomal dominant disease,cmd1dd,6.0
11828,DOID:0110447,dilated cardiomyopathy 1DD,dilated cardiomyopathy,cmd1dd,6.0
11829,DOID:0110448,dilated cardiomyopathy 1HH,autosomal dominant disease,cmd1hh,6.0
11830,DOID:0110448,dilated cardiomyopathy 1HH,dilated cardiomyopathy,cmd1hh,6.0
11831,DOID:0110449,dilated cardiomyopathy 1M,monogenic disease,cmd1m,5.0
11832,DOID:0110449,dilated cardiomyopathy 1M,dilated cardiomyopathy,cmd1m,5.0
11833,DOID:0110450,dilated cardiomyopathy 1II,autosomal dominant disease,cmd1ii,6.0
11834,DOID:0110450,dilated cardiomyopathy 1II,dilated cardiomyopathy,cmd1ii,6.0
11835,DOID:0110451,dilated cardiomyopathy 1O,monogenic disease,cmd1o,5.0
11836,DOID:0110451,dilated cardiomyopathy 1O,monogenic disease,dilated cardiomyopathy with ventricular tachycardia,51.0
11837,DOID:0110451,dilated cardiomyopathy 1O,dilated cardiomyopathy,cmd1o,5.0
11838,DOID:0110451,dilated cardiomyopathy 1O,dilated cardiomyopathy,dilated cardiomyopathy with ventricular tachycardia,51.0
11839,DOID:0110452,dilated cardiomyopathy 1T,monogenic disease,cmd1t,5.0
11840,DOID:0110452,dilated cardiomyopathy 1T,dilated cardiomyopathy,cmd1t,5.0
11841,DOID:0110453,dilated cardiomyopathy 1EE,monogenic disease,cmd1ee,6.0
11842,DOID:0110453,dilated cardiomyopathy 1EE,dilated cardiomyopathy,cmd1ee,6.0
11843,DOID:0110454,dilated cardiomyopathy 1S,autosomal dominant disease,cmd1s,5.0
11844,DOID:0110454,dilated cardiomyopathy 1S,dilated cardiomyopathy,cmd1s,5.0
11845,DOID:0110455,dilated cardiomyopathy 1U,autosomal dominant disease,cmd1u,5.0
11846,DOID:0110455,dilated cardiomyopathy 1U,dilated cardiomyopathy,cmd1u,5.0
11847,DOID:0110456,dilated cardiomyopathy 1R,autosomal dominant disease,cmd1r,5.0
11848,DOID:0110456,dilated cardiomyopathy 1R,dilated cardiomyopathy,cmd1r,5.0
11849,DOID:0110457,dilated cardiomyopathy 1Y,autosomal dominant disease,cmd1y,5.0
11850,DOID:0110457,dilated cardiomyopathy 1Y,dilated cardiomyopathy,cmd1y,5.0
11851,DOID:0110458,dilated cardiomyopathy 1BB,monogenic disease,cmd1bb,6.0
11852,DOID:0110458,dilated cardiomyopathy 1BB,dilated cardiomyopathy,cmd1bb,6.0
11853,DOID:0110459,dilated cardiomyopathy 1FF,monogenic disease,cmd1ff,6.0
11854,DOID:0110459,dilated cardiomyopathy 1FF,dilated cardiomyopathy,cmd1ff,6.0
11855,DOID:0110460,dilated cardiomyopathy 2A,autosomal recessive disease,cmd2a,5.0
11856,DOID:0110460,dilated cardiomyopathy 2A,dilated cardiomyopathy,cmd2a,5.0
11857,DOID:0110461,X-linked dilated cardiomyopathy,X-linked monogenic disease,cmd3b,5.0
11858,DOID:0110461,X-linked dilated cardiomyopathy,X-linked monogenic disease,dmdrelated dilated cardiomyopathy,34.0
11859,DOID:0110461,X-linked dilated cardiomyopathy,dilated cardiomyopathy,cmd3b,5.0
11860,DOID:0110461,X-linked dilated cardiomyopathy,dilated cardiomyopathy,dmdrelated dilated cardiomyopathy,34.0
11861,DOID:0110462,autosomal recessive nonsyndromic deafness 101,autosomal recessive nonsyndromic deafness,dfnb101,7.0
11862,DOID:0110462,autosomal recessive nonsyndromic deafness 101,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 101,32.0
11863,DOID:0110463,autosomal recessive nonsyndromic deafness 102,autosomal recessive nonsyndromic deafness,dfnb102,7.0
11864,DOID:0110463,autosomal recessive nonsyndromic deafness 102,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 102,32.0
11865,DOID:0110464,autosomal recessive nonsyndromic deafness 103,autosomal recessive nonsyndromic deafness,dfnb103,7.0
11866,DOID:0110464,autosomal recessive nonsyndromic deafness 103,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 103,32.0
11867,DOID:0110465,autosomal recessive nonsyndromic deafness 104,autosomal recessive nonsyndromic deafness,dfnb104,7.0
11868,DOID:0110465,autosomal recessive nonsyndromic deafness 104,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 104,32.0
11869,DOID:0110467,autosomal recessive nonsyndromic deafness 12,autosomal recessive nonsyndromic deafness,dfnb12,6.0
11870,DOID:0110467,autosomal recessive nonsyndromic deafness 12,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 12,31.0
11871,DOID:0110468,autosomal recessive nonsyndromic deafness 13,autosomal recessive nonsyndromic deafness,dfnb13,6.0
11872,DOID:0110468,autosomal recessive nonsyndromic deafness 13,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 13,31.0
11873,DOID:0110469,autosomal recessive nonsyndromic deafness 14,autosomal recessive nonsyndromic deafness,dfnb14,6.0
11874,DOID:0110469,autosomal recessive nonsyndromic deafness 14,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 14,31.0
11875,DOID:0110470,autosomal recessive nonsyndromic deafness 15,autosomal recessive nonsyndromic deafness,dfnb15,6.0
11876,DOID:0110470,autosomal recessive nonsyndromic deafness 15,autosomal recessive nonsyndromic deafness,dfnb72,6.0
11877,DOID:0110470,autosomal recessive nonsyndromic deafness 15,autosomal recessive nonsyndromic deafness,dfnb95,6.0
11878,DOID:0110470,autosomal recessive nonsyndromic deafness 15,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 15,31.0
11879,DOID:0110470,autosomal recessive nonsyndromic deafness 15,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 72,31.0
11880,DOID:0110470,autosomal recessive nonsyndromic deafness 15,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 95,31.0
11881,DOID:0110471,autosomal recessive nonsyndromic deafness 16,autosomal recessive nonsyndromic deafness,dfnb16,6.0
11882,DOID:0110471,autosomal recessive nonsyndromic deafness 16,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 16,31.0
11883,DOID:0110472,autosomal recessive nonsyndromic deafness 17,autosomal recessive nonsyndromic deafness,dfnb17,6.0
11884,DOID:0110472,autosomal recessive nonsyndromic deafness 17,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 17,31.0
11885,DOID:0110473,autosomal recessive nonsyndromic deafness 18A,autosomal recessive nonsyndromic deafness,dfnb18a,7.0
11886,DOID:0110473,autosomal recessive nonsyndromic deafness 18A,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 18a,32.0
11887,DOID:0110474,autosomal recessive nonsyndromic deafness 18B,autosomal recessive nonsyndromic deafness,dfnb18b,7.0
11888,DOID:0110474,autosomal recessive nonsyndromic deafness 18B,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 18b,32.0
11889,DOID:0110475,autosomal recessive nonsyndromic deafness 1A,autosomal recessive nonsyndromic deafness,dfnb1a,6.0
11890,DOID:0110475,autosomal recessive nonsyndromic deafness 1A,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 1a,31.0
11891,DOID:0110476,autosomal recessive nonsyndromic deafness 1B,autosomal recessive nonsyndromic deafness,dfnb1b,6.0
11892,DOID:0110476,autosomal recessive nonsyndromic deafness 1B,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 1b,31.0
11893,DOID:0110477,autosomal recessive nonsyndromic deafness 2,autosomal recessive nonsyndromic deafness,dfnb2,5.0
11894,DOID:0110477,autosomal recessive nonsyndromic deafness 2,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 2,30.0
11895,DOID:0110478,autosomal recessive nonsyndromic deafness 20,autosomal recessive nonsyndromic deafness,dfnb20,6.0
11896,DOID:0110478,autosomal recessive nonsyndromic deafness 20,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 20,31.0
11897,DOID:0110479,autosomal recessive nonsyndromic deafness 21,autosomal recessive nonsyndromic deafness,dfnb21,6.0
11898,DOID:0110479,autosomal recessive nonsyndromic deafness 21,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 21,31.0
11899,DOID:0110480,autosomal recessive nonsyndromic deafness 22,autosomal recessive nonsyndromic deafness,dfnb22,6.0
11900,DOID:0110480,autosomal recessive nonsyndromic deafness 22,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 22,31.0
11901,DOID:0110481,autosomal recessive nonsyndromic deafness 23,autosomal recessive nonsyndromic deafness,dfnb23,6.0
11902,DOID:0110481,autosomal recessive nonsyndromic deafness 23,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 23,31.0
11903,DOID:0110482,autosomal recessive nonsyndromic deafness 24,autosomal recessive nonsyndromic deafness,dfnb24,6.0
11904,DOID:0110482,autosomal recessive nonsyndromic deafness 24,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 24,31.0
11905,DOID:0110483,autosomal recessive nonsyndromic deafness 25,autosomal recessive nonsyndromic deafness,dfnb25,6.0
11906,DOID:0110483,autosomal recessive nonsyndromic deafness 25,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 25,31.0
11907,DOID:0110484,autosomal recessive nonsyndromic deafness 26,autosomal recessive nonsyndromic deafness,dfnb26,6.0
11908,DOID:0110484,autosomal recessive nonsyndromic deafness 26,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 26,31.0
11909,DOID:0110485,autosomal recessive nonsyndromic deafness 27,autosomal recessive nonsyndromic deafness,dfnb27,6.0
11910,DOID:0110485,autosomal recessive nonsyndromic deafness 27,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 27,31.0
11911,DOID:0110486,autosomal recessive nonsyndromic deafness 28,autosomal recessive nonsyndromic deafness,dfnb28,6.0
11912,DOID:0110486,autosomal recessive nonsyndromic deafness 28,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 28,31.0
11913,DOID:0110487,autosomal recessive nonsyndromic deafness 29,autosomal recessive nonsyndromic deafness,dfnb29,6.0
11914,DOID:0110487,autosomal recessive nonsyndromic deafness 29,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 29,31.0
11915,DOID:0110488,autosomal recessive nonsyndromic deafness 3,autosomal recessive nonsyndromic deafness,dfnb3,5.0
11916,DOID:0110488,autosomal recessive nonsyndromic deafness 3,autosomal recessive nonsyndromic deafness,nrsd3,5.0
11917,DOID:0110488,autosomal recessive nonsyndromic deafness 3,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 3 neurosensory nonsyndromic recessive deafness 3,78.0
11918,DOID:0110489,autosomal recessive nonsyndromic deafness 30,autosomal recessive nonsyndromic deafness,dfnb30,6.0
11919,DOID:0110489,autosomal recessive nonsyndromic deafness 30,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 30,31.0
11920,DOID:0110490,autosomal recessive nonsyndromic deafness 31,autosomal recessive nonsyndromic deafness,dfnb31,6.0
11921,DOID:0110490,autosomal recessive nonsyndromic deafness 31,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 31,31.0
11922,DOID:0110491,autosomal recessive nonsyndromic deafness 32,autosomal recessive nonsyndromic deafness,dfnb32,6.0
11923,DOID:0110491,autosomal recessive nonsyndromic deafness 32,autosomal recessive nonsyndromic deafness,hiims,5.0
11924,DOID:0110491,autosomal recessive nonsyndromic deafness 32,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 105,32.0
11925,DOID:0110491,autosomal recessive nonsyndromic deafness 32,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 32,31.0
11926,DOID:0110491,autosomal recessive nonsyndromic deafness 32,autosomal recessive nonsyndromic deafness,hearing impairment infertile male,42.0
11927,DOID:0110492,autosomal recessive nonsyndromic deafness 33,autosomal recessive nonsyndromic deafness,dfnb33,6.0
11928,DOID:0110492,autosomal recessive nonsyndromic deafness 33,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 33,31.0
11929,DOID:0110493,autosomal recessive nonsyndromic deafness 35,autosomal recessive nonsyndromic deafness,dfnb35,6.0
11930,DOID:0110493,autosomal recessive nonsyndromic deafness 35,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 35,31.0
11931,DOID:0110494,autosomal recessive nonsyndromic deafness 36,autosomal recessive nonsyndromic deafness,dfnb36,6.0
11932,DOID:0110494,autosomal recessive nonsyndromic deafness 36,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 36,31.0
11933,DOID:0110495,autosomal recessive nonsyndromic deafness 37,autosomal recessive nonsyndromic deafness,dfnb37,6.0
11934,DOID:0110495,autosomal recessive nonsyndromic deafness 37,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 37,31.0
11935,DOID:0110496,autosomal recessive nonsyndromic deafness 38,autosomal recessive nonsyndromic deafness,dfnb38,6.0
11936,DOID:0110496,autosomal recessive nonsyndromic deafness 38,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 38,31.0
11937,DOID:0110497,autosomal recessive nonsyndromic deafness 39,autosomal recessive nonsyndromic deafness,dfnb39,6.0
11938,DOID:0110497,autosomal recessive nonsyndromic deafness 39,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 39,31.0
11939,DOID:0110498,autosomal recessive nonsyndromic deafness 4,autosomal recessive nonsyndromic deafness,dfnb4,5.0
11940,DOID:0110498,autosomal recessive nonsyndromic deafness 4,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 4 with enlarged vestibular aqueduct,64.0
11941,DOID:0110499,autosomal recessive nonsyndromic deafness 40,autosomal recessive nonsyndromic deafness,dfnb40,6.0
11942,DOID:0110499,autosomal recessive nonsyndromic deafness 40,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 40,31.0
11943,DOID:0110500,autosomal recessive nonsyndromic deafness 42,autosomal recessive nonsyndromic deafness,dfnb42,6.0
11944,DOID:0110500,autosomal recessive nonsyndromic deafness 42,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 42,31.0
11945,DOID:0110501,autosomal recessive nonsyndromic deafness 44,autosomal recessive nonsyndromic deafness,dfnb44,6.0
11946,DOID:0110501,autosomal recessive nonsyndromic deafness 44,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 44,31.0
11947,DOID:0110502,autosomal recessive nonsyndromic deafness 45,autosomal recessive nonsyndromic deafness,dfnb45,6.0
11948,DOID:0110502,autosomal recessive nonsyndromic deafness 45,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 45,31.0
11949,DOID:0110503,autosomal recessive nonsyndromic deafness 46,autosomal recessive nonsyndromic deafness,dfnb46,6.0
11950,DOID:0110503,autosomal recessive nonsyndromic deafness 46,autosomal recessive nonsyndromic deafness,autosomal recessive deafness 46,31.0
11951,DOID:0110504,autosomal recessive nonsyndromic deafness 47,autosomal recessive nonsyndromic deafness,dfnb47,6.0
