id,label,parent,synonym
DOID:14702,branchiootorenal syndrome,syndrome,branchiootorenal dysplasia
DOID:0111424,branchiootorenal syndrome 2,branchiootorenal syndrome,BOR2
DOID:0111425,restrictive cardiomyopathy 1,restrictive cardiomyopathy,RCM1
DOID:0111425,restrictive cardiomyopathy 1,restrictive cardiomyopathy,familial restrictive cardiomyopathy 1
DOID:397,restrictive cardiomyopathy,intrinsic cardiomyopathy,"Cardiomyopathy, constrictive"
DOID:397,restrictive cardiomyopathy,intrinsic cardiomyopathy,primary restrictive cardiomyopathy
DOID:0111426,restrictive cardiomyopathy 2,restrictive cardiomyopathy,RCM2
DOID:0111426,restrictive cardiomyopathy 2,restrictive cardiomyopathy,familial restrictive cardiomyopathy 2
DOID:0111427,restrictive cardiomyopathy 3,restrictive cardiomyopathy,RCM3
DOID:0111427,restrictive cardiomyopathy 3,restrictive cardiomyopathy,familial restrictive cardiomyopathy 3
DOID:0111428,essential tremor 1,autosomal dominant disease,ETM1
DOID:0111428,essential tremor 1,autosomal dominant disease,hereditary essential tremor 1
DOID:0111428,essential tremor 1,essential tremor,ETM1
DOID:0111428,essential tremor 1,essential tremor,hereditary essential tremor 1
DOID:0111429,essential tremor 2,autosomal dominant disease,ETM2
DOID:0111429,essential tremor 2,autosomal dominant disease,hereditary essential tremor 2
DOID:0111429,essential tremor 2,essential tremor,ETM2
DOID:0111429,essential tremor 2,essential tremor,hereditary essential tremor 2
DOID:0111430,essential tremor 3,essential tremor,ETM3
DOID:0111430,essential tremor 3,essential tremor,hereditary essential tremor 3
DOID:0111431,essential tremor 4,autosomal dominant disease,ETM4
DOID:0111431,essential tremor 4,autosomal dominant disease,hereditary essential tremor 4
DOID:0111431,essential tremor 4,essential tremor,ETM4
DOID:0111431,essential tremor 4,essential tremor,hereditary essential tremor 4
DOID:0111432,essential tremor 5,autosomal dominant disease,ETM5
DOID:0111432,essential tremor 5,autosomal dominant disease,hereditary essential tremor 5
DOID:0111432,essential tremor 5,essential tremor,ETM5
DOID:0111432,essential tremor 5,essential tremor,hereditary essential tremor 5
DOID:0111433,optic atrophy 3,autosomal dominant disease,ADOAC
DOID:0111433,optic atrophy 3,autosomal dominant disease,OPA3
DOID:0111433,optic atrophy 3,autosomal dominant disease,autosomal dominant optic atrophy 3
DOID:0111433,optic atrophy 3,autosomal dominant disease,autosomal dominant optic atrophy and cataract
DOID:0111433,optic atrophy 3,autosomal dominant disease,autosomal dominant optic atrophy type 3
DOID:0111433,optic atrophy 3,autosomal dominant disease,optic atrophy 3 with cataract
DOID:0111433,optic atrophy 3,optic atrophy,ADOAC
DOID:0111433,optic atrophy 3,optic atrophy,OPA3
DOID:0111433,optic atrophy 3,optic atrophy,autosomal dominant optic atrophy 3
DOID:0111433,optic atrophy 3,optic atrophy,autosomal dominant optic atrophy and cataract
DOID:0111433,optic atrophy 3,optic atrophy,autosomal dominant optic atrophy type 3
DOID:0111433,optic atrophy 3,optic atrophy,optic atrophy 3 with cataract
DOID:0111434,optic atrophy 10,autosomal dominant disease,OPA10
DOID:0111434,optic atrophy 10,autosomal dominant disease,"optic atrophy 10 with or without ataxia, mental retardation, and seizures"
DOID:0111434,optic atrophy 10,optic atrophy,OPA10
DOID:0111434,optic atrophy 10,optic atrophy,"optic atrophy 10 with or without ataxia, mental retardation, and seizures"
DOID:0111435,optic atrophy 6,autosomal recessive disease,OPA6
DOID:0111435,optic atrophy 6,optic atrophy,OPA6
DOID:0111436,optic atrophy 11,autosomal recessive disease,OPA11
DOID:0111436,optic atrophy 11,optic atrophy,OPA11
DOID:0111437,optic atrophy 7,autosomal recessive disease,OPA7
DOID:0111437,optic atrophy 7,autosomal recessive disease,optic atrophy 7 with or without auditory neuropathy
DOID:0111437,optic atrophy 7,optic atrophy,OPA7
DOID:0111437,optic atrophy 7,optic atrophy,optic atrophy 7 with or without auditory neuropathy
DOID:0111438,optic atrophy 5,autosomal dominant disease,OPA5
DOID:0111438,optic atrophy 5,optic atrophy,OPA5
DOID:0111439,optic atrophy 8,autosomal dominant disease,OPA8
DOID:0111439,optic atrophy 8,optic atrophy,OPA8
DOID:0111440,optic atrophy 4,autosomal dominant disease,OPA4
DOID:0111440,optic atrophy 4,optic atrophy,OPA4
DOID:0111441,optic atrophy 1,autosomal dominant disease,OPA1
DOID:0111441,optic atrophy 1,optic atrophy,OPA1
DOID:0111442,optic atrophy 9,autosomal recessive disease,OPA9
DOID:0111442,optic atrophy 9,optic atrophy,OPA9
DOID:0111443,optic atrophy 2,optic atrophy,OPA2
DOID:0111443,optic atrophy 2,optic atrophy,X-linked optic atrophy 2
DOID:0111444,progressive myoclonus epilepsy 4,autosomal recessive disease,AMRF
DOID:0111444,progressive myoclonus epilepsy 4,autosomal recessive disease,EPM4
DOID:0111444,progressive myoclonus epilepsy 4,autosomal recessive disease,Myoclonus-nephropathy syndrome
DOID:0111444,progressive myoclonus epilepsy 4,autosomal recessive disease,action myoclonus-renal failure syndrome
DOID:0111444,progressive myoclonus epilepsy 4,progressive myoclonus epilepsy,AMRF
DOID:0111444,progressive myoclonus epilepsy 4,progressive myoclonus epilepsy,EPM4
DOID:0111444,progressive myoclonus epilepsy 4,progressive myoclonus epilepsy,Myoclonus-nephropathy syndrome
DOID:0111444,progressive myoclonus epilepsy 4,progressive myoclonus epilepsy,action myoclonus-renal failure syndrome
DOID:891,progressive myoclonus epilepsy,variable age at onset electroclinical syndrome,PME
DOID:891,progressive myoclonus epilepsy,variable age at onset electroclinical syndrome,progressive myoclonic epilepsy
DOID:0111445,progressive myoclonus epilepsy 10,autosomal recessive disease,EPM10
DOID:0111445,progressive myoclonus epilepsy 10,autosomal recessive disease,early-onset Lafora body disease
DOID:0111445,progressive myoclonus epilepsy 10,progressive myoclonus epilepsy,EPM10
DOID:0111445,progressive myoclonus epilepsy 10,progressive myoclonus epilepsy,early-onset Lafora body disease
DOID:0111446,progressive myoclonus epilepsy 3,autosomal recessive disease,CLN14 disease
DOID:0111446,progressive myoclonus epilepsy 3,autosomal recessive disease,EPM3
DOID:0111446,progressive myoclonus epilepsy 3,autosomal recessive disease,PME type 3
DOID:0111446,progressive myoclonus epilepsy 3,autosomal recessive disease,Progressive myoclonic epilepsy due to KCTD7 deficiency
DOID:0111446,progressive myoclonus epilepsy 3,autosomal recessive disease,Progressive myoclonus epilepsy type 3
DOID:0111446,progressive myoclonus epilepsy 3,autosomal recessive disease,neuronal ceroid lipofuscinosis 14
DOID:0111446,progressive myoclonus epilepsy 3,progressive myoclonus epilepsy,CLN14 disease
DOID:0111446,progressive myoclonus epilepsy 3,progressive myoclonus epilepsy,EPM3
DOID:0111446,progressive myoclonus epilepsy 3,progressive myoclonus epilepsy,PME type 3
DOID:0111446,progressive myoclonus epilepsy 3,progressive myoclonus epilepsy,Progressive myoclonic epilepsy due to KCTD7 deficiency
DOID:0111446,progressive myoclonus epilepsy 3,progressive myoclonus epilepsy,Progressive myoclonus epilepsy type 3
DOID:0111446,progressive myoclonus epilepsy 3,progressive myoclonus epilepsy,neuronal ceroid lipofuscinosis 14
DOID:0111447,progressive myoclonus epilepsy 7,autosomal dominant disease,EPM7
DOID:0111447,progressive myoclonus epilepsy 7,autosomal dominant disease,MEAK
DOID:0111447,progressive myoclonus epilepsy 7,autosomal dominant disease,Myoclonus epilepsy and ataxia due to potassium channel mutation
DOID:0111447,progressive myoclonus epilepsy 7,autosomal dominant disease,PME type 7
DOID:0111447,progressive myoclonus epilepsy 7,autosomal dominant disease,Progressive myoclonic epilepsy due to KV3.1 deficiency
DOID:0111447,progressive myoclonus epilepsy 7,autosomal dominant disease,Progressive myoclonus epilepsy type 7
DOID:0111447,progressive myoclonus epilepsy 7,progressive myoclonus epilepsy,EPM7
DOID:0111447,progressive myoclonus epilepsy 7,progressive myoclonus epilepsy,MEAK
DOID:0111447,progressive myoclonus epilepsy 7,progressive myoclonus epilepsy,Myoclonus epilepsy and ataxia due to potassium channel mutation
DOID:0111447,progressive myoclonus epilepsy 7,progressive myoclonus epilepsy,PME type 7
DOID:0111447,progressive myoclonus epilepsy 7,progressive myoclonus epilepsy,Progressive myoclonic epilepsy due to KV3.1 deficiency
DOID:0111447,progressive myoclonus epilepsy 7,progressive myoclonus epilepsy,Progressive myoclonus epilepsy type 7
DOID:0111448,progressive myoclonus epilepsy 1B,autosomal recessive disease,EPM1B
DOID:0111448,progressive myoclonus epilepsy 1B,Unverricht-Lundborg syndrome,EPM1B
DOID:3535,Unverricht-Lundborg syndrome,progressive myoclonus epilepsy,Unverricht - Lundborg disease
DOID:3535,Unverricht-Lundborg syndrome,progressive myoclonus epilepsy,Unverricht's disease
DOID:3535,Unverricht-Lundborg syndrome,progressive myoclonus epilepsy,Unverricht-Lundborg disease
DOID:0111449,progressive myoclonus epilepsy 6,autosomal recessive disease,EPM6
DOID:0111449,progressive myoclonus epilepsy 6,autosomal recessive disease,GOSR2-related progressive myoclonus ataxia
DOID:0111449,progressive myoclonus epilepsy 6,autosomal recessive disease,North Sea progressive myoclonus epilepsy
DOID:0111449,progressive myoclonus epilepsy 6,autosomal recessive disease,PME type 6
DOID:0111449,progressive myoclonus epilepsy 6,autosomal recessive disease,Progressive myoclonus epilepsy type 6
DOID:0111449,progressive myoclonus epilepsy 6,progressive myoclonus epilepsy,EPM6
DOID:0111449,progressive myoclonus epilepsy 6,progressive myoclonus epilepsy,GOSR2-related progressive myoclonus ataxia
DOID:0111449,progressive myoclonus epilepsy 6,progressive myoclonus epilepsy,North Sea progressive myoclonus epilepsy
DOID:0111449,progressive myoclonus epilepsy 6,progressive myoclonus epilepsy,PME type 6
DOID:0111449,progressive myoclonus epilepsy 6,progressive myoclonus epilepsy,Progressive myoclonus epilepsy type 6
DOID:0111450,progressive myoclonus epilepsy 9,autosomal recessive disease,EMP9
DOID:0111450,progressive myoclonus epilepsy 9,autosomal recessive disease,PME type 9
DOID:0111450,progressive myoclonus epilepsy 9,autosomal recessive disease,progressive myoclonic epilepsy due to LMNB2 deficiency
DOID:0111450,progressive myoclonus epilepsy 9,autosomal recessive disease,progressive myoclonus epilepsy type 9
DOID:0111450,progressive myoclonus epilepsy 9,progressive myoclonus epilepsy,EMP9
DOID:0111450,progressive myoclonus epilepsy 9,progressive myoclonus epilepsy,PME type 9
DOID:0111450,progressive myoclonus epilepsy 9,progressive myoclonus epilepsy,progressive myoclonic epilepsy due to LMNB2 deficiency
DOID:0111450,progressive myoclonus epilepsy 9,progressive myoclonus epilepsy,progressive myoclonus epilepsy type 9
DOID:0111451,progressive myoclonus epilepsy 8,autosomal recessive disease,EMP8
DOID:0111451,progressive myoclonus epilepsy 8,autosomal recessive disease,PME type 8
DOID:0111451,progressive myoclonus epilepsy 8,autosomal recessive disease,progressive myoclonic epilepsy due to CERS1 deficiency
DOID:0111451,progressive myoclonus epilepsy 8,autosomal recessive disease,progressive myoclonus epilepsy type 8
DOID:0111451,progressive myoclonus epilepsy 8,progressive myoclonus epilepsy,EMP8
DOID:0111451,progressive myoclonus epilepsy 8,progressive myoclonus epilepsy,PME type 8
DOID:0111451,progressive myoclonus epilepsy 8,progressive myoclonus epilepsy,progressive myoclonic epilepsy due to CERS1 deficiency
DOID:0111451,progressive myoclonus epilepsy 8,progressive myoclonus epilepsy,progressive myoclonus epilepsy type 8
DOID:0111452,progressive myoclonus epilepsy 1A,autosomal recessive disease,EPM1A
DOID:0111452,progressive myoclonus epilepsy 1A,Unverricht-Lundborg syndrome,EPM1A
DOID:0111453,2-aminoadipic 2-oxoadipic aciduria,autosomal recessive disease,AMOXAD
DOID:0111453,2-aminoadipic 2-oxoadipic aciduria,autosomal recessive disease,alpha-aminoadipic aciduria
DOID:0111453,2-aminoadipic 2-oxoadipic aciduria,amino acid metabolic disorder,AMOXAD
DOID:0111453,2-aminoadipic 2-oxoadipic aciduria,amino acid metabolic disorder,alpha-aminoadipic aciduria
DOID:0111454,SHORT syndrome,autosomal dominant disease,Aarskog-Ose-Pande syndrome
DOID:0111454,SHORT syndrome,autosomal dominant disease,Lipodystrophy-Rieger anomaly-diabetes syndrome
DOID:0111454,SHORT syndrome,autosomal dominant disease,Rieger anomaly-partial lipodystrophy syndrome
DOID:0111454,SHORT syndrome,autosomal dominant disease,"short stature, hyperextensibility, hernia, ocular depression, Rieger anomaly, and teething delay"
DOID:0111454,SHORT syndrome,syndrome,Aarskog-Ose-Pande syndrome
DOID:0111454,SHORT syndrome,syndrome,Lipodystrophy-Rieger anomaly-diabetes syndrome
DOID:0111454,SHORT syndrome,syndrome,Rieger anomaly-partial lipodystrophy syndrome
DOID:0111454,SHORT syndrome,syndrome,"short stature, hyperextensibility, hernia, ocular depression, Rieger anomaly, and teething delay"
DOID:0111455,GRACILE syndrome,autosomal recessive disease,FLNMS
DOID:0111455,GRACILE syndrome,autosomal recessive disease,Fellman disease
DOID:0111455,GRACILE syndrome,autosomal recessive disease,Finnish lactic acidosis with hepatic hemosiderosis
DOID:0111455,GRACILE syndrome,autosomal recessive disease,Finnish lethal neonatal metabolic syndrome
DOID:0111455,GRACILE syndrome,autosomal recessive disease,growth delay-aminoaciduria-cholestasis-iron overload-lactic acidosis-early death syndrome
DOID:0111455,GRACILE syndrome,autosomal recessive disease,growth restriction-aminoaciduria-cholestasis-iron overload-lactic acidosis-early death syndrome
DOID:0111455,GRACILE syndrome,autosomal recessive disease,"growth retardation, amino aciduria, cholestasis, iron overload, lactic acidosis, and early death"
DOID:0111455,GRACILE syndrome,mitochondrial metabolism disease,FLNMS
DOID:0111455,GRACILE syndrome,mitochondrial metabolism disease,Fellman disease
DOID:0111455,GRACILE syndrome,mitochondrial metabolism disease,Finnish lactic acidosis with hepatic hemosiderosis
DOID:0111455,GRACILE syndrome,mitochondrial metabolism disease,Finnish lethal neonatal metabolic syndrome
DOID:0111455,GRACILE syndrome,mitochondrial metabolism disease,growth delay-aminoaciduria-cholestasis-iron overload-lactic acidosis-early death syndrome
DOID:0111455,GRACILE syndrome,mitochondrial metabolism disease,growth restriction-aminoaciduria-cholestasis-iron overload-lactic acidosis-early death syndrome
DOID:0111455,GRACILE syndrome,mitochondrial metabolism disease,"growth retardation, amino aciduria, cholestasis, iron overload, lactic acidosis, and early death"
DOID:0111456,Kaufman oculocerebrofacial syndrome,autosomal recessive disease,KOS
DOID:0111456,Kaufman oculocerebrofacial syndrome,autosomal recessive disease,blepharophimosis ptosis intellectual disability syndrome
DOID:0111456,Kaufman oculocerebrofacial syndrome,autosomal recessive disease,"oculocerebrofacial syndrome, Kaufman type"
DOID:0111456,Kaufman oculocerebrofacial syndrome,syndromic intellectual disability,KOS
DOID:0111456,Kaufman oculocerebrofacial syndrome,syndromic intellectual disability,blepharophimosis ptosis intellectual disability syndrome
DOID:0111456,Kaufman oculocerebrofacial syndrome,syndromic intellectual disability,"oculocerebrofacial syndrome, Kaufman type"
DOID:0111457,STING-associated vasculopathy with onset in infancy,autoimmune disease of cardiovascular system,SAVI
DOID:0111457,STING-associated vasculopathy with onset in infancy,autosomal dominant disease,SAVI
DOID:0111458,galactose epimerase deficiency,autosomal recessive disease,GALE deficiency
DOID:0111458,galactose epimerase deficiency,autosomal recessive disease,GALE-D
DOID:0111458,galactose epimerase deficiency,autosomal recessive disease,UDP-galactose-4-epimerase deficiency
DOID:0111458,galactose epimerase deficiency,autosomal recessive disease,epimerase deficiency galactosemia
DOID:0111458,galactose epimerase deficiency,autosomal recessive disease,galactosemia III
DOID:0111458,galactose epimerase deficiency,autosomal recessive disease,galactosemia type 3
DOID:0111458,galactose epimerase deficiency,autosomal recessive disease,uridine diphosphate galactose-4-epimerase deficiency
DOID:0111458,galactose epimerase deficiency,galactosemia,GALE deficiency
DOID:0111458,galactose epimerase deficiency,galactosemia,GALE-D
DOID:0111458,galactose epimerase deficiency,galactosemia,UDP-galactose-4-epimerase deficiency
DOID:0111458,galactose epimerase deficiency,galactosemia,epimerase deficiency galactosemia
DOID:0111458,galactose epimerase deficiency,galactosemia,galactosemia III
DOID:0111458,galactose epimerase deficiency,galactosemia,galactosemia type 3
DOID:0111458,galactose epimerase deficiency,galactosemia,uridine diphosphate galactose-4-epimerase deficiency
DOID:9870,galactosemia,carbohydrate metabolic disorder,Galactosaemia
DOID:9870,galactosemia,carbohydrate metabolic disorder,Galactose intolerance
DOID:0111459,classic galactosemia,autosomal recessive disease,GALT deficiency
DOID:0111459,classic galactosemia,autosomal recessive disease,galactose-1-phosphate uridyltransferase deficiency
DOID:0111459,classic galactosemia,autosomal recessive disease,galactosemia type 1
DOID:0111459,classic galactosemia,galactosemia,GALT deficiency
DOID:0111459,classic galactosemia,galactosemia,galactose-1-phosphate uridyltransferase deficiency
DOID:0111459,classic galactosemia,galactosemia,galactosemia type 1
DOID:0111460,cardiofaciocutaneous syndrome 1,autosomal dominant disease,CFC1
DOID:0111460,cardiofaciocutaneous syndrome 1,cardiofaciocutaneous syndrome,CFC1
DOID:0111461,cardiofaciocutaneous syndrome 2,autosomal dominant disease,CFC2
DOID:0111461,cardiofaciocutaneous syndrome 2,cardiofaciocutaneous syndrome,CFC2
DOID:0111462,cardiofaciocutaneous syndrome 3,autosomal dominant disease,CFC3
DOID:0111462,cardiofaciocutaneous syndrome 3,cardiofaciocutaneous syndrome,CFC3
DOID:0111463,cardiofaciocutaneous syndrome 4,autosomal dominant disease,CFC4
DOID:0111463,cardiofaciocutaneous syndrome 4,cardiofaciocutaneous syndrome,CFC4
DOID:0111464,combined oxidative phosphorylation deficiency 35,autosomal recessive disease,COXPD35
DOID:0111464,combined oxidative phosphorylation deficiency 35,combined oxidative phosphorylation deficiency,COXPD35
DOID:0111465,combined oxidative phosphorylation deficiency 21,autosomal recessive disease,COXPD21
DOID:0111465,combined oxidative phosphorylation deficiency 21,combined oxidative phosphorylation deficiency,COXPD21
DOID:0111466,combined oxidative phosphorylation deficiency 38,autosomal recessive disease,COXPD38
DOID:0111466,combined oxidative phosphorylation deficiency 38,combined oxidative phosphorylation deficiency,COXPD38
DOID:0111467,combined oxidative phosphorylation deficiency 13,autosomal recessive disease,COXPD13
DOID:0111467,combined oxidative phosphorylation deficiency 13,combined oxidative phosphorylation deficiency,COXPD13
DOID:0111468,combined oxidative phosphorylation deficiency 25,autosomal recessive disease,COXPD25
DOID:0111468,combined oxidative phosphorylation deficiency 25,combined oxidative phosphorylation deficiency,COXPD25
DOID:0111469,combined oxidative phosphorylation deficiency 16,autosomal recessive disease,COXPD16
DOID:0111469,combined oxidative phosphorylation deficiency 16,autosomal recessive disease,infantile hypertrophic cardiomyopathy due to MRPL44 deficiency
DOID:0111469,combined oxidative phosphorylation deficiency 16,combined oxidative phosphorylation deficiency,COXPD16
DOID:0111469,combined oxidative phosphorylation deficiency 16,combined oxidative phosphorylation deficiency,infantile hypertrophic cardiomyopathy due to MRPL44 deficiency
DOID:0111470,combined oxidative phosphorylation deficiency 28,autosomal recessive disease,COXPD28
DOID:0111470,combined oxidative phosphorylation deficiency 28,autosomal recessive disease,neonatal severe cardiopulmonary failure due to mitochondrial methylation defect
DOID:0111470,combined oxidative phosphorylation deficiency 28,combined oxidative phosphorylation deficiency,COXPD28
DOID:0111470,combined oxidative phosphorylation deficiency 28,combined oxidative phosphorylation deficiency,neonatal severe cardiopulmonary failure due to mitochondrial methylation defect
DOID:0111471,combined oxidative phosphorylation deficiency 30,autosomal recessive disease,COXPD30
DOID:0111471,combined oxidative phosphorylation deficiency 30,combined oxidative phosphorylation deficiency,COXPD30
DOID:0111472,combined oxidative phosphorylation deficiency 9,autosomal recessive disease,COXPD9
DOID:0111472,combined oxidative phosphorylation deficiency 9,combined oxidative phosphorylation deficiency,COXPD9
DOID:0111473,combined oxidative phosphorylation deficiency 5,autosomal recessive disease,COXPD5
DOID:0111473,combined oxidative phosphorylation deficiency 5,autosomal recessive disease,hypotonia with lactic acidemia and hyperammonemia
DOID:0111473,combined oxidative phosphorylation deficiency 5,combined oxidative phosphorylation deficiency,COXPD5
DOID:0111473,combined oxidative phosphorylation deficiency 5,combined oxidative phosphorylation deficiency,hypotonia with lactic acidemia and hyperammonemia
DOID:0111474,combined oxidative phosphorylation deficiency 1,autosomal recessive disease,COXPD1
DOID:0111474,combined oxidative phosphorylation deficiency 1,autosomal recessive disease,early fatal progressive hepatoencephalopathy
DOID:0111474,combined oxidative phosphorylation deficiency 1,autosomal recessive disease,hepatoencephalopathy due to COXPD1
DOID:0111474,combined oxidative phosphorylation deficiency 1,autosomal recessive disease,hepatoencephalopathy due to combined oxidative phosphorylation defect type 1
DOID:0111474,combined oxidative phosphorylation deficiency 1,combined oxidative phosphorylation deficiency,COXPD1
DOID:0111474,combined oxidative phosphorylation deficiency 1,combined oxidative phosphorylation deficiency,early fatal progressive hepatoencephalopathy
DOID:0111474,combined oxidative phosphorylation deficiency 1,combined oxidative phosphorylation deficiency,hepatoencephalopathy due to COXPD1
DOID:0111474,combined oxidative phosphorylation deficiency 1,combined oxidative phosphorylation deficiency,hepatoencephalopathy due to combined oxidative phosphorylation defect type 1
DOID:0111475,combined oxidative phosphorylation deficiency 39,autosomal recessive disease,COXPD39
DOID:0111475,combined oxidative phosphorylation deficiency 39,combined oxidative phosphorylation deficiency,COXPD39
DOID:0111476,combined oxidative phosphorylation deficiency 19,autosomal recessive disease,COXPD19
DOID:0111476,combined oxidative phosphorylation deficiency 19,autosomal recessive disease,severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency
DOID:0111476,combined oxidative phosphorylation deficiency 19,combined oxidative phosphorylation deficiency,COXPD19
DOID:0111476,combined oxidative phosphorylation deficiency 19,combined oxidative phosphorylation deficiency,severe neonatal lactic acidosis due to NFS1-ISD11 complex deficiency
DOID:0111477,combined oxidative phosphorylation deficiency 14,autosomal recessive disease,COXPD14
DOID:0111477,combined oxidative phosphorylation deficiency 14,combined oxidative phosphorylation deficiency,COXPD14
DOID:0111478,combined oxidative phosphorylation deficiency 20,autosomal recessive disease,COXPD20
DOID:0111478,combined oxidative phosphorylation deficiency 20,combined oxidative phosphorylation deficiency,COXPD20
DOID:0111479,combined oxidative phosphorylation deficiency 8,autosomal recessive disease,COXPD8
DOID:0111479,combined oxidative phosphorylation deficiency 8,combined oxidative phosphorylation deficiency,COXPD8
DOID:0111480,combined oxidative phosphorylation deficiency 10,autosomal recessive disease,COXPD10
DOID:0111480,combined oxidative phosphorylation deficiency 10,autosomal recessive disease,infantile hypertrophic mitochondrial cardiomyopathy and lactic acidosis
DOID:0111480,combined oxidative phosphorylation deficiency 10,autosomal recessive disease,mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency
DOID:0111480,combined oxidative phosphorylation deficiency 10,combined oxidative phosphorylation deficiency,COXPD10
DOID:0111480,combined oxidative phosphorylation deficiency 10,combined oxidative phosphorylation deficiency,infantile hypertrophic mitochondrial cardiomyopathy and lactic acidosis
DOID:0111480,combined oxidative phosphorylation deficiency 10,combined oxidative phosphorylation deficiency,mitochondrial hypertrophic cardiomyopathy with lactic acidosis due to MTO1 deficiency
DOID:0111481,combined oxidative phosphorylation deficiency 11,autosomal recessive disease,COXPD11
DOID:0111481,combined oxidative phosphorylation deficiency 11,autosomal recessive disease,infantile encephaloneuromyopathy due to mitochondrial translation defect
DOID:0111481,combined oxidative phosphorylation deficiency 11,combined oxidative phosphorylation deficiency,COXPD11
DOID:0111481,combined oxidative phosphorylation deficiency 11,combined oxidative phosphorylation deficiency,infantile encephaloneuromyopathy due to mitochondrial translation defect
DOID:0111482,combined oxidative phosphorylation deficiency 36,autosomal recessive disease,COXPD36
DOID:0111482,combined oxidative phosphorylation deficiency 36,combined oxidative phosphorylation deficiency,COXPD36
DOID:0111483,combined oxidative phosphorylation deficiency 2,autosomal recessive disease,COXPD2
DOID:0111483,combined oxidative phosphorylation deficiency 2,autosomal recessive disease,agenesis of corpus callosum with dysmorphism and fatal lactic acidosis
DOID:0111483,combined oxidative phosphorylation deficiency 2,combined oxidative phosphorylation deficiency,COXPD2
DOID:0111483,combined oxidative phosphorylation deficiency 2,combined oxidative phosphorylation deficiency,agenesis of corpus callosum with dysmorphism and fatal lactic acidosis
DOID:0111484,combined oxidative phosphorylation deficiency 18,autosomal recessive disease,COXPD18
DOID:0111484,combined oxidative phosphorylation deficiency 18,autosomal recessive disease,growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome
DOID:0111484,combined oxidative phosphorylation deficiency 18,combined oxidative phosphorylation deficiency,COXPD18
DOID:0111484,combined oxidative phosphorylation deficiency 18,combined oxidative phosphorylation deficiency,growth and developmental delay-hypotonia-vision impairment-lactic acidosis syndrome
DOID:0111485,combined oxidative phosphorylation deficiency 24,autosomal recessive disease,COXPD24
DOID:0111485,combined oxidative phosphorylation deficiency 24,combined oxidative phosphorylation deficiency,COXPD24
DOID:0111486,combined oxidative phosphorylation deficiency 3,autosomal recessive disease,COXPD3
DOID:0111486,combined oxidative phosphorylation deficiency 3,autosomal recessive disease,Fatal mitochondrial disease due to COXPD3
DOID:0111486,combined oxidative phosphorylation deficiency 3,autosomal recessive disease,"concentric cardiomyopathy, hypotonia, and lactic acidosis"
DOID:0111486,combined oxidative phosphorylation deficiency 3,autosomal recessive disease,"encephalomyopathy, respiratory failure, and lactic acidosis"
DOID:0111486,combined oxidative phosphorylation deficiency 3,autosomal recessive disease,fatal mitochondrial disease due to combined oxidative phosphorylation defect type 3
DOID:0111486,combined oxidative phosphorylation deficiency 3,combined oxidative phosphorylation deficiency,COXPD3
DOID:0111486,combined oxidative phosphorylation deficiency 3,combined oxidative phosphorylation deficiency,Fatal mitochondrial disease due to COXPD3
DOID:0111486,combined oxidative phosphorylation deficiency 3,combined oxidative phosphorylation deficiency,"concentric cardiomyopathy, hypotonia, and lactic acidosis"
DOID:0111486,combined oxidative phosphorylation deficiency 3,combined oxidative phosphorylation deficiency,"encephalomyopathy, respiratory failure, and lactic acidosis"
DOID:0111486,combined oxidative phosphorylation deficiency 3,combined oxidative phosphorylation deficiency,fatal mitochondrial disease due to combined oxidative phosphorylation defect type 3
DOID:0111487,combined oxidative phosphorylation deficiency 7,autosomal recessive disease,COXPD7
DOID:0111487,combined oxidative phosphorylation deficiency 7,autosomal recessive disease,severe C12ORF65-related COXPD
DOID:0111487,combined oxidative phosphorylation deficiency 7,autosomal recessive disease,severe C12ORF65-related combined oxidative phosphorylation defect
DOID:0111487,combined oxidative phosphorylation deficiency 7,combined oxidative phosphorylation deficiency,COXPD7
DOID:0111487,combined oxidative phosphorylation deficiency 7,combined oxidative phosphorylation deficiency,severe C12ORF65-related COXPD
DOID:0111487,combined oxidative phosphorylation deficiency 7,combined oxidative phosphorylation deficiency,severe C12ORF65-related combined oxidative phosphorylation defect
DOID:0111488,combined oxidative phosphorylation deficiency 31,autosomal recessive disease,COXPD31
DOID:0111488,combined oxidative phosphorylation deficiency 31,autosomal recessive disease,lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome
DOID:0111488,combined oxidative phosphorylation deficiency 31,combined oxidative phosphorylation deficiency,COXPD31
DOID:0111488,combined oxidative phosphorylation deficiency 31,combined oxidative phosphorylation deficiency,lethal left ventricular non-compaction-seizures-hypotonia-cataract-developmental delay syndrome
DOID:0111489,combined oxidative phosphorylation deficiency 27,autosomal recessive disease,COXPD27
DOID:0111489,combined oxidative phosphorylation deficiency 27,combined oxidative phosphorylation deficiency,COXPD27
DOID:0111490,combined oxidative phosphorylation deficiency 26,autosomal recessive disease,COXPD26
DOID:0111490,combined oxidative phosphorylation deficiency 26,combined oxidative phosphorylation deficiency,COXPD26
DOID:0111491,combined oxidative phosphorylation deficiency 15,autosomal recessive disease,COXPD15
DOID:0111491,combined oxidative phosphorylation deficiency 15,combined oxidative phosphorylation deficiency,COXPD15
