,ID,TEXT
1350,53,Cathepsin B
1351,53,uPAR
1352,53,cathepsin B
1353,53,uPAR
1354,53,laminin
1355,53,vitronectin
1356,53,fibronectin
1357,53,collagen I
1358,53,CD151
1359,53,Cathepsin B
1360,53,uPAR
1361,53,CD151
1362,53,laminin
1363,53,laminin-binding integrins α3 and β1
1364,53,integrins α3 and β1
1365,53,cathepsin B
1366,53,uPAR
1367,53,CD151
1368,53,uPAR
1369,53,cathepsin B
1370,53,α3β1 integrin
1371,53,uPAR
1372,53,CD151
1373,53,α3β1 integrin
1374,53,FAK
1375,53,SRC
1376,53,paxillin
1377,53,cytoskeletal proteins
1378,53,talin
1379,53,vinculin
1380,53,cathepsin B
1381,53,uPAR
1382,53,CD151
1383,53,uPAR
1384,53,CD151
1385,53,α3β1 integrin
1386,53,talin
1387,53,vinculin
1388,53,cathepsin B
1389,53,uPAR
1390,53,CD151
1391,53,uPAR
1392,53,cathepsin B
1393,54,Gene profile of chemokines on hepatic stellate cells of schistosome-infected mice and antifibrotic roles of CXCL9/10 on liver non-parenchymal cells.
1394,54,chemokines
1395,54,CXCL9/10
1396,54,"Hepatic stellate cells (HSCs) play a key role in the development of liver fibrosis caused by schistosomiasis. Chemokines were widely expressed and involved in cellular activation, proliferation and migration in inflammatory and infectious diseases. However, little is known about the expressions of chemokines on HSCs in the schistosoma infection. In addition, the roles of chemokines in pathogenesis of liver fibrosis are not totally clear. In our study, we used microarray to analyze the temporal gene expressions of primary HSCs isolated from mice with both acute and chronic schistosomiasis. Our microarray data showed that most of the chemokines expressed on HSCs were upregulated at 3 weeks post-infection (p.i) when the egg granulomatous response was not obviously evoked in the liver. However, some of them like CXCL9, CXCL10 and CXCL11 were subsequently decreased at 6 weeks p.i when the granulomatous response reached the peak. In the chronic stage, most of the differentially expressed chemokines maintained persistent high-abundances. Furthermore, several chemokines including CCR2, CCR5, CCR7, CXCR3, CXCR4, CCL2, CCL5, CCL21, CXCL9 and CXCL10 were expressed by HCSs and the abundances of them were changed following the praziquantel treatment in the chronic stage, indicating that chemokines were possibly necessary for the persistence of the chronic stage. In vitro experiments, hepatic non-parenchymal cells, primary HSCs and human HSCs line LX-2 were stimulated by chemokines. The results showed that CXCL9 and CXCL10, but not CXCL11 or CXCL4, significantly inhibited the gene expressions of Col1α1, Col3α1 and α-SMA, indicating the potential anti-fibrosis effect of CXCL9 and CXCL10 in schistosomiasis. More interestingly, soluble egg antigen (SEA) of Schistosoma japonicum was able to inhibit transcriptional expressions of some chemokines by LX-2 cells, suggesting that SEA was capable of regulating the expression pattern of chemokine family and modulating the hepatic immune microenvironment in schistosomiasis."
1397,54,Chemokines
1398,54,chemokines
1399,54,chemokines
1400,54,chemokines
1401,54,CXCL9
1402,54,CXCL10
1403,54,CXCL11
1404,54,chemokines
1405,54,chemokines
1406,54,CCR2
1407,54,CCR5
1408,54,CCR7
1409,54,CXCR3
1410,54,CXCR4
1411,54,CCL2
1412,54,CCL5
1413,54,CCL21
1414,54,CXCL9
1415,54,CXCL10
1416,54,chemokines
1417,54,chemokines
1418,54,CXCL9
1419,54,CXCL10
1420,54,CXCL11
1421,54,CXCL4
1422,54,Col1α1
1423,54,Col3α1
1424,54,α-SMA
1425,54,CXCL9
1426,54,CXCL10
1427,54,chemokines
1428,54,chemokine
1429,55,MyD88 is crucial for the development of a protective CNS immune response to Toxoplasma gondii infection.
1430,55,MyD88
1431,55,"BACKGROUND: Toxoplasmosis is one of the most common parasitic infections in humans. It can establish chronic infection and is characterized by the formation of tissue cysts in the brain. The cysts remain largely quiescent for the life of the host, but can reactivate and cause life-threatening toxoplasmic encephalitis in immunocompromised patients, such as those with AIDS, neoplastic diseases and organ transplants. Toll-like receptor (TLR) adaptor MyD88 activation is required for the innate sensing of Toxoplasma gondii. Mice deficient in MyD88 have defective IL-12 and Th1 effector responses, and are highly susceptible to the acute phase of T. gondii infection. However, the role of this signaling pathway during cerebral infection is poorly understood and requires examination. METHOD: MyD88-deficient mice and control mice were orally infected with T. gondii cysts. Cellular and parasite infiltration in the peripheral organs and in the brain were determined by histology and immunohistochemistry. Cytokine levels were determined by ELISA and chemokine mRNA levels were quantified by real-time PCR (qPCR). RESULTS: Thirteen days after infection, a higher parasite burden was observed but there was no histological change in the liver, heart, lungs and small intestine of MyD88⁻/⁻ and MyD88⁺/⁺ mice. However, MyD88⁻/⁻ mice compared to MyD88⁺/⁺ mice were highly susceptible to cerebral infection, displayed high parasite migration to the brain, severe neuropathological signs of encephalitis and succumbed within 2 weeks of oral infection. Susceptibility was primarily associated with lower expression of Th1 cytokines, especially IL-12, IFN-γ and TNF-α, significant decrease in the expression of CCL3, CCL5, CCL7 and CCL19 chemokines, marked defect of CD8⁺ T cells, and infiltration of CD11b⁺ and F4/80⁺ cells in the brain. CONCLUSION: MyD88 is essential for the protection of mice during the cerebral installation of T. gondii infection. These results establish a role for MyD88 in T cell-mediated control of T. gondii in the central nervous system (CNS)."
1432,55,Toll-like receptor
1433,55,TLR
1434,55,MyD88
1435,55,MyD88
1436,55,IL-12
1437,55,MyD88
1438,55,Cytokine
1439,55,chemokine
1440,55,MyD88
1441,55,MyD88
1442,55,MyD88
1443,55,MyD88
1444,55,Th1 cytokines
1445,55,cytokines
1446,55,IL-12
1447,55,IFN-γ
1448,55,TNF-α
1449,55,CCL3
1450,55,CCL5
1451,55,CCL7
1452,55,CCL19
1453,55,chemokines
1454,55,CD11b
1455,55,F4/80
1456,55,MyD88
1457,55,MyD88
1458,56,An angiogenic role for adrenomedullin in choroidal neovascularization.
1459,56,adrenomedullin
1460,56,"PURPOSE: Adrenomedullin (ADM) has been shown to take part in physiological and pathological angiogenesis. The purpose of this study was to investigate whether ADM signaling is involved in choroidal neovascularization (CNV) using a mouse model. METHODS AND RESULTS: CNV was induced by laser photocoagulation in 8-week-old C57BL/6 mice. ADM mRNA expression significantly increased following treatment, peaking 4 days thereafter. The expression of ADM receptor (ADM-R) components (CRLR, RAMP2 and RAMP 3) was higher in CD31(+)CD45(-) endothelial cells (ECs) than CD31(-)CD45(-) non-ECs. Inflammatory stimulation upregulated the expression of ADM not only in cell lines but also in cells in primary cultures of the choroid/retinal pigment epithelium complex. Supernatants from TNFα-treated macrophage cell lines potentiated the proliferation of ECs and this was partially suppressed by an ADM antagonist, ADM (22-52). Intravitreous injection of ADM (22-52) or ADM neutralizing monoclonal antibody (mAb) after laser treatment significantly reduced the size of CNV compared with vehicle-treated controls (p<0.01). CONCLUSIONS: ADM signaling is involved in laser-induced CNV formation, because both an ADM antagonist and ADM mAb significantly inhibited it. Suppression of ADM signaling might be a valuable alternative treatment for CNV associated with age-related macular degeneration."
1461,56,Adrenomedullin
1462,56,ADM
1463,56,ADM
1464,56,ADM
1465,56,ADM receptor
1466,56,ADM-R
1467,56,CRLR
1468,56,RAMP2
1469,56,RAMP 3
1470,56,CD31
1471,56,CD45
1472,56,CD31
1473,56,CD45
1474,56,ADM
1475,56,TNFα
1476,56,ADM
1477,56,ADM
1478,56,ADM
1479,56,ADM
1480,56,ADM
1481,56,ADM
1482,56,ADM
1483,56,ADM
1484,57,MiR-155 has a protective role in the development of non-alcoholic hepatosteatosis in mice.
1485,57,MiR-155
1486,57,"Hepatic steatosis is a global epidemic that is thought to contribute to the pathogenesis of type 2 diabetes. MicroRNAs (miRs) are regulators that can functionally integrate a range of metabolic and inflammatory pathways in liver. We aimed to investigate the functional role of miR-155 in hepatic steatosis. Male C57BL/6 wild-type (WT) and miR-155(-/-) mice were fed either normal chow or high fat diet (HFD) for 6 months then lipid levels, metabolic and inflammatory parameters were assessed in livers and serum of the mice. Mice lacking endogenous miR-155 that were fed HFD for 6 months developed increased hepatic steatosis compared to WT controls. This was associated with increased liver weight and serum VLDL/LDL cholesterol and alanine transaminase (ALT) levels, as well as increased hepatic expression of genes involved in glucose regulation (Pck1, Cebpa), fatty acid uptake (Cd36) and lipid metabolism (Fasn, Fabp4, Lpl, Abcd2, Pla2g7). Using miRNA target prediction algorithms and the microarray transcriptomic profile of miR-155(-/-) livers, we identified and validated that Nr1h3 (LXRα) as a direct miR-155 target gene that is potentially responsible for the liver phenotype of miR-155(-/-) mice. Together these data indicate that miR-155 plays a pivotal role regulating lipid metabolism in liver and that its deregulation may lead to hepatic steatosis in patients with diabetes."
1487,57,miR-155
1488,57,miR-155
1489,57,miR-155
1490,57,alanine transaminase
1491,57,ALT
1492,57,Pck1
1493,57,Cebpa
1494,57,Cd36
1495,57,Fasn
1496,57,Fabp4
1497,57,Lpl
1498,57,Abcd2
1499,57,Pla2g7
1500,57,miR-155
1501,57,Nr1h3
1502,57,LXRα
1503,57,miR-155
1504,57,miR-155
1505,57,miR-155
1506,58,Association of a FGFR-4 gene polymorphism with bronchopulmonary dysplasia and neonatal respiratory distress.
1507,58,FGFR-4
1508,58,"BACKGROUND: Bronchopulmonary dysplasia (BPD) is the most common chronic lung disease of premature birth, characterized by impaired alveolar development and inflammation. Pathomechanisms contributing to BPD are poorly understood. However, it is assumed that genetic factors predispose to BPD and other pulmonary diseases of preterm neonates, such as neonatal respiratory distress syndrome (RDS). For association studies, genes upregulated during alveolarization are major candidates for genetic analysis, for example, matrix metalloproteinases (MMPs) and fibroblast growth factors (FGFs) and their receptors (FGFR). OBJECTIVE: Determining genetic risk variants in a Caucasian population of premature neonates with BPD and RDS. Methods. We genotyped 27 polymorphisms within 14 candidate genes via restriction fragment length polymorphism (RFLP): MMP-1, -2, -9, and -12, -16, FGF receptors 2 and 4, FGF-2, -3, -4, -7, and -18, Signal-Regulatory Protein α (SIRPA) and Thyroid Transcription Factor-1 (TTF-1). RESULTS: Five single nucleotide polymorphisms (SNPs) in MMP-9, MMP-12, FGFR-4, FGF-3, and FGF-7 are associated (P < 0.05) with RDS, defined as surfactant application within the first 24 hours after birth. One of them, in FGFR-4 (rs1966265), is associated with both RDS (P = 0.003) and BPD (P = 0.023). CONCLUSION: rs1966265 in FGF receptor 4 is a possible genetic key variant in alveolar diseases of preterm newborns."
1509,58,MMPs
1510,58,FGFs
1511,58,FGFR
1512,58,"MMP-1, -2, -9, and -12, -16"
1513,58,FGF receptors 2 and 4
1514,58,"FGF-2, -3, -4, -7, and -18"
1515,58,Signal-Regulatory Protein α
1516,58,SIRPA
1517,58,Thyroid Transcription Factor-1
1518,58,TTF-1
1519,58,MMP-9
1520,58,MMP-12
1521,58,FGFR-4
1522,58,FGF-3
1523,58,FGF-7
1524,58,FGFR-4
1525,58,FGF receptor 4
1526,59,Miz1 deficiency in the mammary gland causes a lactation defect by attenuated Stat5 expression and phosphorylation.
1527,59,Miz1
1528,59,Stat5
1529,59,"Miz1 is a zinc finger transcription factor with an N-terminal POZ domain. Complexes with Myc, Bcl-6 or Gfi-1 repress expression of genes like Cdkn2b (p15(Ink4)) or Cdkn1a (p21(Cip1)). The role of Miz1 in normal mammary gland development has not been addressed so far. Conditional knockout of the Miz1 POZ domain in luminal cells during pregnancy caused a lactation defect with a transient reduction of glandular tissue, reduced proliferation and attenuated differentiation. This was recapitulated in vitro using mouse mammary gland derived HC11 cells. Further analysis revealed decreased Stat5 activity in Miz1ΔPOZ mammary glands and an attenuated expression of Stat5 targets. Gene expression of the Prolactin receptor (PrlR) and ErbB4, both critical for Stat5 phosphorylation (pStat5) or pStat5 nuclear translocation, was decreased in Miz1ΔPOZ females. Microarray, ChIP-Seq and gene set enrichment analysis revealed a down-regulation of Miz1 target genes being involved in vesicular transport processes. Our data suggest that deranged intracellular transport and localization of PrlR and ErbB4 disrupt the Stat5 signalling pathway in mutant glands and cause the observed lactation phenotype."
1530,59,Miz1
1531,59,zinc finger transcription factor
1532,59,Myc
1533,59,Bcl-6
1534,59,Gfi-1
1535,59,Cdkn2b
1536,59,p15(Ink4)
1537,59,Cdkn1a
1538,59,p21(Cip1
1539,59,p21(Cip1)
1540,59,Miz1
1541,59,Miz1
1542,59,Stat5
1543,59,Miz1
1544,59,Stat5
1545,59,Prolactin receptor
1546,59,PrlR
1547,59,ErbB4
1548,59,Stat5
1549,59,pStat5
1550,59,Stat5)
1551,59,pStat5
1552,59,Stat5
1553,59,Miz1
1554,59,Miz1
1555,59,PrlR
1556,59,ErbB4
1557,59,Stat5
1558,60,Elongated TCR alpha chain CDR3 favors an altered CD4 cytokine profile.
1559,60,TCR alpha
1560,60,CDR3
1561,60,CD4
1562,60,cytokine
1563,60,"BACKGROUND: CD4 T lymphocyte activation requires T cell receptor (TCR) engagement by peptide/MHC (major histocompatibility complex) (pMHC). The TCR complementarity-determining region 3 (CDR3) contains variable α and β loops critical for pMHC recognition. During any immune response, tuning of TCR usage through progressive clonal selection occurs. Th1 and Th2 cells operate at different avidities for activation and display distinct transcriptional programs, although polarization may be plastic, influenced by pathogens and cytokines. We therefore hypothesized that CDR3αβ sequence features may intrinsically influence CD4 phenotype during progression of a response. RESULTS: We show that CD4 polarization involves distinct CDR3α usage: Th1 and Th17 cells favored short TCR CDR3α sequences of 12 and 11 amino acids, respectively, while Th2 cells favored elongated CDR3α loops of 14 amino acids, with lower predicted affinity. The dominant Th2- and Th1-derived TCRα sequences with 14 amino acid CDR3 loops and 12 amino acid CDR3 loops, respectively, were expressed in TCR transgenics. The functional impact of these TCRα transgenes was assessed after in vivo priming with a peptide/adjuvant. The short, Th1-derived receptor transgenic T cell lines made IFNγ, but not IL-4, 5 or 13, while the elongated, Th2-derived receptor transgenic T cell lines made little or no IFNγ, but increased IL-4, 5 and 13 with progressive re-stimulations, mirrored by GATA-3 up-regulation. T cells from primed Th2 TCRα transgenics selected dominant TCR Vβ expansions, allowing us to generate TCRαβ transgenics carrying the favored, Th2-derived receptor heterodimer. Primed T cells from TCRαβ transgenics made little or no IL-17 or IFNγ, but favored IL-9 after priming with Complete Freund's adjuvant and IL-4, 5, 9, 10 and 13 after priming with incomplete Freund's. In tetramer-binding studies, this transgenic receptor showed low binding avidity for pMHC and polarized T cell lines show TCR avidity for Th17 > Th1 > Th2. While transgenic expression of a Th2-derived, 'elongated' TCR-CDR3α and the TCRαβ pair, clearly generated a program shifted away from Th1 immunity and with low binding avidity, cytokine-skewing could be over-ridden by altering peptide challenge dose. CONCLUSION: We propose that selection from responding clones with distinctive TCRs on the basis of functional avidity can direct a preference away from Th1 effector responses, favoring Th2 cytokines."
1564,60,CD4
1565,60,T cell receptor
1566,60,TCR
1567,60,MHC
1568,60,major histocompatibility complex
1569,60,MHC
1570,60,TCR
1571,60,complementarity-determining region 3
1572,60,CDR3
1573,60,MHC
1574,60,TCR
1575,60,cytokines
1576,60,CDR3αβ
1577,60,CD4
1578,60,CD4
1579,60,CDR3α
1580,60,TCR
1581,60,CDR3α
1582,60,CDR3α
1583,60,TCRα
1584,60,CDR3
1585,60,CDR3
1586,60,TCR
1587,60,TCRα
1588,60,IFNγ
1589,60,"IL-4, 5 or 13"
1590,60,IFNγ
1591,60,"IL-4, 5 and 13"
1592,60,GATA-3
1593,60,TCRα
1594,60,TCR Vβ
1595,60,TCRαβ
1596,60,TCRαβ
1597,60,IL-17
1598,60,IFNγ
1599,60,IL-9
1600,60,"IL-4, 5, 9, 10 and 13"
1601,60,TCR
1602,60,TCR
1603,60,CDR3α
1604,60,TCRαβ
1605,60,cytokine
1606,60,TCR
1607,60,cytokines
1608,61,AF10 regulates progressive H3K79 methylation and HOX gene expression in diverse AML subtypes.
1609,61,AF10
1610,61,H3
1611,61,HOX
1612,61,"Homeotic (HOX) genes are dysregulated in multiple malignancies, including several AML subtypes. We demonstrate that H3K79 dimethylation (H3K79me2) is converted to monomethylation (H3K79me1) at HOX loci as hematopoietic cells mature, thus coinciding with a decrease in HOX gene expression. We show that H3K79 methyltransferase activity as well as H3K79me1-to-H3K79me2 conversion is regulated by the DOT1L cofactor AF10. AF10 inactivation reverses leukemia-associated epigenetic profiles, precludes abnormal HOXA gene expression, and impairs the transforming ability of MLL-AF9, MLL-AF6, and NUP98-NSD1 fusions-mechanistically distinct HOX-activating oncogenes. Furthermore, NUP98-NSD1-transformed cells are sensitive to small-molecule inhibition of DOT1L. Our findings demonstrate that pharmacological inhibition of the DOT1L/AF10 complex may provide therapeutic benefits in an array of malignancies with abnormal HOXA gene expression."
1613,61,Homeotic (HOX) genes
1614,61,HOX
1615,61,H3
1616,61,H3
1617,61,(H3
1618,61,HOX
1619,61,HOX
1620,61,H3
1621,61,H3
1622,61,H3
1623,61,DOT1L
1624,61,AF10
1625,61,AF10
1626,61,HOXA
1627,61,MLL
1628,61,AF9
1629,61,MLL
1630,61,AF6
1631,61,NUP98
1632,61,NSD1
1633,61,HOX
1634,61,NUP98
1635,61,NSD1
1636,61,DOT1L
1637,61,DOT1L
1638,61,AF10
1639,61,HOXA
1640,62,Regulation of IL-17A responses in human airway smooth muscle cells by Oncostatin M.
1641,62,IL-17A
1642,62,Oncostatin M
1643,62,"BACKGROUND: Regulation of human airway smooth muscle cells (HASMC) by cytokines contributes to chemotactic factor levels and thus to inflammatory cell accumulation in lung diseases. Cytokines such as the gp130 family member Oncostatin M (OSM) can act synergistically with Th2 cytokines (IL-4 and IL-13) to modulate lung cells, however whether IL-17A responses by HASMC can be altered is not known. OBJECTIVE: To determine the effects of recombinant OSM, or other gp130 cytokines (LIF, IL-31, and IL-6) in regulating HASMC responses to IL-17A, assessing MCP-1/CCL2 and IL-6 expression and cell signaling pathways. METHODS: Cell responses of primary HASMC cultures were measured by the assessment of protein levels in supernatants (ELISA) and mRNA levels (qRT-PCR) in cell extracts. Activation of STAT, MAPK (p38) and Akt pathways were measured by immunoblot. Pharmacological agents were used to assess the effects of inhibition of these pathways. RESULTS: OSM but not LIF, IL-31 or IL-6 could induce detectable responses in HASMC, elevating MCP-1/CCL2, IL-6 levels and activation of STAT-1, 3, 5, p38 and Akt cell signaling pathways. OSM induced synergistic action with IL-17A enhancing MCP-1/CCL-2 and IL-6 mRNA and protein expression, but not eotaxin-1 expression, while OSM in combination with IL-4 or IL-13 synergistically induced eotaxin-1 and MCP-1/CCL2. OSM elevated steady state mRNA levels of IL-4Rα, OSMRβ and gp130, but not IL-17RA or IL-17RC. Pharmacologic inhibition of STAT3 activation using Stattic down-regulated OSM, OSM/IL-4 or OSM/IL-13, and OSM/IL-17A synergistic responses of MCP-1/CCL-2 induction, whereas, inhibitors of Akt and p38 MAPK resulted in less reduction in MCP-1/CCL2 levels. IL-6 expression was more sensitive to inhibition of p38 (using SB203580) and was affected by Stattic in response to IL-17A/OSM stimulation. CONCLUSIONS: Oncostatin M can regulate HASMC responses alone or in synergy with IL-17A. OSM/IL-17A combinations enhance MCP-1/CCL2 and IL-6 but not eotaxin-1. Thus, OSM through STAT3 activation of HASMC may participate in inflammatory cell recruitment in inflammatory airway disease."
1644,62,cytokines
1645,62,Cytokines
1646,62,gp130
1647,62,Oncostatin M
1648,62,OSM
1649,62,Th2 cytokines
1650,62,cytokines
1651,62,IL-4
1652,62,IL-13
1653,62,IL-17A
1654,62,OSM
1655,62,gp130 cytokines
1656,62,gp130
1657,62,cytokines
1658,62,LIF
1659,62,IL-31
1660,62,IL-6
1661,62,IL-17A
1662,62,MCP-1/CCL2
1663,62,MCP-1
1664,62,CCL2
1665,62,IL-6
1666,62,STAT
1667,62,MAPK
1668,62,MAPK (p38)
1669,62,p38
1670,62,Akt
1671,62,OSM
1672,62,LIF
1673,62,IL-31
1674,62,IL-6
1675,62,MCP-1/CCL2
1676,62,MCP-1
1677,62,CCL2
1678,62,IL-6
1679,62,"STAT-1, 3, 5"
1680,62,p38
1681,62,Akt
1682,62,OSM
1683,62,IL-17A
1684,62,MCP-1
1685,62,CCL-2
1686,62,IL-6
1687,62,eotaxin-1
1688,62,OSM
1689,62,IL-4
1690,62,IL-13
1691,62,eotaxin-1
1692,62,MCP-1
1693,62,CCL2
1694,62,OSM
1695,62,IL-4Rα
1696,62,OSMRβ
1697,62,gp130
1698,62,IL-17RA
1699,62,IL-17RC
1700,62,STAT3
1701,62,OSM
1702,62,OSM
1703,62,IL-4
1704,62,OSM
1705,62,IL-13
1706,62,OSM
1707,62,IL-17A
1708,62,MCP-1
1709,62,CCL-2
1710,62,Akt
1711,62,p38
1712,62,MCP-1
1713,62,CCL2
1714,62,IL-6
1715,62,p38
1716,62,IL-17A
1717,62,OSM
1718,62,Oncostatin M
1719,62,IL-17A
1720,62,OSM
1721,62,IL-17A
1722,62,MCP-1
1723,62,CCL2
1724,62,IL-6
1725,62,eotaxin-1
1726,62,OSM
1727,62,STAT3
1728,63,G Protein-Coupled Estrogen Receptor 1 Mediates Acute Estrogen-Induced Cardioprotection via MEK/ERK/GSK-3β Pathway after Ischemia/Reperfusion.
1729,63,G Protein-Coupled Estrogen Receptor 1
1730,63,MEK
1731,63,ERK
1732,63,GSK-3β
1733,63,"Three types of estrogen receptors (ER) exist in the heart, Esr1, Esr2 and the G protein-coupled estrogen receptor 1, Gper1. However, their relative importance in mediating estrogen protective action is unknown. We found that, in the male mouse ventricle, Gper1 transcripts are three- and seventeen-fold more abundant than Esr1 and Esr2 mRNAs, respectively. Analysis of the three ER knockouts (Esr1-/-, Esr2-/- and Gper1-/-) showed that only the Gper1-/- hearts lost their ability to be protected by 40 nM estrogen as measured by heart function, infarct size and mitochondrial Ca2+ overload, an index of mitochondrial permeability transition pore (mPTP) activity. Analysis of Akt, ERK1/2 and GSK-3β salvage kinases uncovered Akt and ERK1/2 transient activation by estrogen whose phosphorylation increased during the first 5 min of non-ischemic perfusion. All these increase in phosphorylation effects were abrogated in Gper1-/-. Inhibition of MEK1/2/ERK1/2 (1 μM U0126) and PI-3K/Akt (10 μM LY294002) signaling showed that the MEK1/2/ERK1/2 pathway via GSK-3β exclusively was responsible for cardioprotection as an addition of U0126 prevented estrogen-induced GSK-3β increased phosphorylation, resistance to mitochondrial Ca2+-overload, functional recovery and protection against infarction. Further, inhibiting PKC translocation (1 μM chelerythrin-chloride) abolished estrogen-induced cardioprotection. These data indicate that estrogen-Gper1 acute coupling plays a key role in cardioprotection against ischemia/reperfusion injury in male mouse via a cascade involving PKC translocation, ERK1/2/GSK-3β phosphorylation leading to the inhibition of the mPTP opening."
1734,63,estrogen receptors
1735,63,ER)
1736,63,Esr1
1737,63,Esr2
1738,63,G protein-coupled estrogen receptor 1
1739,63,Gper1
1740,63,Gper1
1741,63,Esr1
1742,63,Esr2
1743,63,Esr1
1744,63,Esr2
1745,63,Gper1
1746,63,Gper1
1747,63,Akt
1748,63,ERK1/2
1749,63,GSK-3β
1750,63,Akt
1751,63,ERK1/2
1752,63,Gper1
1753,63,MEK1/2
1754,63,ERK1/2
1755,63,PI-3K
1756,63,Akt
1757,63,MEK1/2
1758,63,ERK1/2
1759,63,GSK-3β
1760,63,GSK-3β
1761,63,PKC
1762,63,Gper1
1763,63,PKC
1764,63,ERK1/2
1765,63,GSK-3β
1766,64,A-kinase anchor protein 4 (AKAP4) a promising therapeutic target of colorectal cancer.
1767,64,A-kinase anchor protein 4
1768,64,AKAP4
1769,64,"BACKGROUND: Colorectal cancer (CRC) ranks third among the estimated cancer cases and cancer related mortalities in the Western world. Early detection and efficient therapy of CRC remains a major health challenge. Therefore, there is a need to identify novel tumor markers for early diagnosis and treatment of CRC. METHODS: A-kinase anchor protein 4 (AKAP4) gene and protein expression was monitored by quantitative polymerase chain reaction (qPCR), reverse transcription (RT)-PCR and Western blotting in normal colon tissue lysate, normal colon epithelial cells and in colon cancer cell lines viz., Caco-2, COLO205, COLO320DM, HCT-15, HCT116, HT-29, SW480, and SW620. The effect of AKAP4 on cellular growth, migration and invasion abilities was studied using gene silencing approach. The role of AKAP4 in various pathways involved in cell cycle, apoptosis, senescence was investigated in in vitro and in human xenograft mouse model. RESULTS: Our studies showed that AKAP4 gene and protein expression was expressed in all colon cancer cells while no expression was detectable in normal colon cells. Ablation of AKAP4 led to reduced cellular growth, migration, invasion and increased apoptosis and senescence of CRC cells in in vitro assays and tumor growth in human xenograft mouse. Human colon xenograft studies showed a significant decrease in the levels of cyclins B1, D and E and cyclin dependent kinases such as CDK1, CDK2, CDK4 and CDK6. Interestingly, an up-regulation in the levels of p16 and p21 was also observed. Besides, an increase in the levels of pro-apoptotic molecules AIF, APAF1, BAD, BID, BAK, BAX, PARP1, NOXA, PUMA and cyt-C and Caspase 3, 7, 8 and 9 was also found in cancer cells as well as in xenograft tissue sections. However, anti-apoptotic molecules BCL2, Bcl-xL, cIAP2, XIAP, Axin2 and Survivin were down regulated in these samples. Our data also revealed elevated expression of epithelial marker E-cadherin and down regulation of EMT markers N-cadherin, P-cadherin, SLUG, α-SMA, SNAIL, TWIST and Vimentin. Further ablation of AKAP4 resulted in the down regulation of invasion molecules matrix metalloproteinase MMP2, MMP3 and MMP9. CONCLUSION: AKAP4 appears to be a novel CRC-associated antigen with a potential for developing as a new clinical therapeutic target."
1770,64,A-kinase anchor protein 4
1771,64,AKAP4
1772,64,AKAP4
1773,64,AKAP4
1774,64,AKAP4
1775,64,AKAP4
1776,64,"cyclins B1, D and E"
1777,64,cyclin dependent kinases
1778,64,CDK1
1779,64,CDK2
1780,64,CDK4
1781,64,CDK6
1782,64,p16
1783,64,p21
1784,64,AIF
1785,64,APAF1
1786,64,BAD
1787,64,BID
1788,64,BAK
1789,64,BAX
1790,64,PARP1
1791,64,NOXA
1792,64,PUMA
1793,64,cyt-C
1794,64,"Caspase 3, 7, 8 and 9"
1795,64,BCL2
1796,64,Bcl-xL
1797,64,cIAP2
1798,64,XIAP
1799,64,Axin2
1800,64,Survivin
1801,64,E-cadherin
1802,64,N-cadherin
1803,64,P-cadherin
1804,64,SLUG
1805,64,α-SMA
1806,64,SNAIL
1807,64,TWIST
1808,64,Vimentin
1809,64,AKAP4
1810,64,matrix metalloproteinase
1811,64,MMP2
1812,64,MMP3
1813,64,MMP9
1814,64,AKAP4
1815,65,High Mobility Group Box-1 Promotes Inflammation-Induced Lymphangiogenesis via Toll-Like Receptor 4-Dependent Signalling Pathway.
1816,65,High Mobility Group Box-1
1817,65,Toll-Like Receptor 4
1818,65,"Lymphangiogenesis in inflammation has received considerable attention in recent years. Administration of modulating lymphangiogenesis provides more possibilities of treating inflammation-associated diseases. However, the main mediators and factors governing inflammation-induced lymphangiogenesis (ILA) are yet to be defined. Here, we explored the role of HMGB1-TLR4 signalling pathway in modulating inflammation-induced lymphangiogenesis and its underlying mechanisms using an ILA mouse model and 2 cell lines. Our results show that HMGB1 promoted VEGF-C-induced HDLECs proliferation in a dose-dependent manner and TLR4 mediates HMGB1-induced LECs proliferation and tube formation in vitro. And in vivo, rHMGB1 treatment significantly promoted ILA, and the promoting effects was inhibited notably when HMGB1-TLR4 was blocked. HMGB1-associated ILA is primarily dependent on TLR4 but not on TLR2. In mechanisms, the recruitment and activation of CD11b+ cells are important cellular mechanisms in HMGB1-TLR4 associated ILA, and multiple key pro-lymphangiogenesis molecules mediates HMGB1-TLR4 associated ILA, including VEGF-C/VEGFR3, inflammatory factors IL-1β and TNF-α, MMP-2 and MMP-9 and NF-κB p65. In conclusion, HMGB1-associated ILA is primarily dependent on TLR4, and CD11b+ cells and multiple molecular mechanisms mediate HMGB1-TLR4 associated ILA. Furthermore, the ILA can be effectively modulated by HMGB1-TLR4 signalling. Consequently, administration of modulating ILA through HMGB1-TLR4 pathway may provide us more possibilities of treating inflammation and lymphangiogenesis associated diseases."
1819,65,HMGB1
1820,65,TLR4
1821,65,HMGB1
1822,65,VEGF-C
1823,65,TLR4
1824,65,HMGB1
1825,65,HMGB1
1826,65,HMGB1
1827,65,TLR4
1828,65,HMGB1
1829,65,TLR4
1830,65,TLR2
1831,65,CD11b
1832,65,HMGB1
1833,65,TLR4
1834,65,HMGB1
1835,65,TLR4
1836,65,VEGF-C
1837,65,VEGFR3
1838,65,IL-1β
1839,65,TNF-α
